464,5,neo6m,41.72512  21.78126  0.00  0.06 0.000000 1
742,5,neo6m,41.72512  21.78126  0.00  0.08 0.000000 1
906,5,neo6m,41.72512  21.78126  0.00  0.17 0.000000 1
1002,4,mpu9250,0.200 -0.398 0.143 -0.143321 0.050154 0.931546
1008,4,mpu9250,0.377 -0.795 0.186 -0.147813 -0.004346 0.965623
1016,4,mpu9250,0.547 -1.178 0.240 -0.166528 -0.002012 0.991424
1022,4,mpu9250,0.702 -1.547 0.320 -0.197220 0.004057 0.997509
1028,4,mpu9250,0.849 -1.883 0.498 -0.218430 0.048652 0.997266
1034,4,mpu9250,0.989 -2.181 0.752 -0.240888 0.093705 1.008219
1042,4,mpu9250,1.114 -2.462 1.055 -0.248374 0.136255 1.005541
1048,4,mpu9250,1.264 -2.753 1.356 -0.261100 0.135504 1.016008
1058,4,mpu9250,1.483 -3.044 1.636 -0.261849 0.114729 1.024527
1064,4,mpu9250,1.726 -3.391 1.858 -0.246877 0.079939 0.984608
1072,4,mpu9250,1.965 -3.768 2.040 -0.223920 0.066924 0.979984
1082,4,mpu9250,2.191 -4.163 2.196 -0.204456 0.062669 0.975116
1088,4,mpu9250,2.389 -4.580 2.316 -0.191980 0.053157 0.949314
1096,4,mpu9250,2.614 -4.963 2.444 -0.195224 0.055410 0.955886
1102,4,mpu9250,2.822 -5.347 2.580 -0.202211 0.064170 0.971708
1108,4,mpu9250,3.020 -5.715 2.736 -0.205205 0.075183 0.969030
1114,4,mpu9250,3.215 -6.059 2.922 -0.202460 0.086196 0.964649
1122,4,mpu9250,3.399 -6.377 3.146 -0.200963 0.108222 0.964162
1132,4,mpu9250,3.601 -6.667 3.381 -0.214188 0.110224 0.961972
1138,4,mpu9250,3.881 -6.909 3.579 -0.226914 0.092954 0.970734
1144,4,mpu9250,4.176 -7.199 3.690 -0.227912 0.064421 1.000430
1156,4,mpu9250,4.483 -7.495 3.751 -0.217682 0.047401 1.009679
1162,4,mpu9250,4.782 -7.793 3.766 -0.230158 0.027166 1.016251
1168,4,mpu9250,5.080 -8.048 3.852 -0.255610 0.050655 1.030856
1174,4,mpu9250,5.354 -8.280 4.033 -0.284057 0.085445 1.012113
1182,4,mpu9250,5.610 -8.376 4.329 -0.303520 0.129497 0.999700
1188,4,mpu9250,5.847 -8.439 4.667 -0.319241 0.167291 0.990694
1194,4,mpu9250,6.103 -8.506 5.005 -0.327974 0.177803 0.987286
1202,4,mpu9250,6.404 -8.600 5.317 -0.321487 0.170294 0.970004
1212,4,mpu9250,6.786 -8.764 5.545 -0.293290 0.136505 0.953696
1218,4,mpu9250,7.183 -9.106 5.582 -0.221175 0.088949 0.955643
1224,4,mpu9250,7.516 -9.501 5.456 -0.161786 0.036970 0.963432
1232,4,mpu9250,7.841 -9.858 5.279 -0.133340 0.006391 0.930085
1242,4,mpu9250,8.145 -10.181 5.077 -0.132591 -0.010648 0.917185
1252,5,neo6m,41.72512  21.78126  0.00  0.25 0.000000 1
1258,4,mpu9250,8.452 -10.471 4.913 -0.173015 -0.002712 0.946150
1264,4,mpu9250,8.803 -10.654 4.973 -0.233402 0.092954 0.971708
1272,4,mpu9250,9.151 -10.811 5.091 -0.243134 0.114980 0.975846
1278,4,mpu9250,9.497 -10.941 5.254 -0.248374 0.133251 0.969274
1284,4,mpu9250,9.841 -11.113 5.422 -0.243633 0.133752 0.963675
1296,4,mpu9250,10.231 -11.303 5.523 -0.234899 0.115230 0.955886
1302,4,mpu9250,10.666 -11.557 5.412 -0.215186 0.067674 0.959294
