430,0,bmp280,bmp280 succeful init
470,3,bmp280,26.849998 100469.640625
500,3,bmp280,26.849998 100467.765625
540,3,bmp280,26.849998 100465.132812
580,3,bmp280,26.849998 100465.132812
620,3,bmp280,26.849998 100462.500000
650,3,bmp280,26.859999 100460.601562
690,3,bmp280,26.859999 100460.601562
730,3,bmp280,26.859999 100458.726562
750,5,neo6m,41.72503  21.78130  0.00  1.41 0.000000 1
880,3,bmp280,26.869999 100454.976562
980,5,neo6m,41.72503  21.78131  0.00  1.81 0.000000 1
990,3,bmp280,26.879999 100455.734375
1000,0,mpu9250,Init succeful
1010,4,mpu9250,359.831 -0.598 0.505
1030,3,bmp280,26.879999 100455.734375
1040,4,mpu9250,357.389 -6.083 4.373
1070,4,mpu9250,354.035 -10.248 7.313
1090,4,mpu9250,350.283 -13.845 10.405
1110,3,bmp280,26.879999 100456.500000
1120,4,mpu9250,345.345 -17.978 14.216
1130,5,neo6m,41.72503  21.78131  0.00  2.60 0.000000 1
1150,4,mpu9250,339.592 -21.669 18.591
1170,4,mpu9250,333.952 -23.952 23.366
1180,3,bmp280,26.879999 100456.500000
1200,4,mpu9250,328.316 -24.901 28.470
1220,4,mpu9250,323.074 -25.547 33.387
1250,4,mpu9250,317.130 -26.826 38.832
1260,3,bmp280,26.879999 100453.859375
1280,4,mpu9250,310.845 -27.455 44.124
1290,3,bmp280,26.879999 100453.859375
1300,4,mpu9250,306.563 -26.582 47.987
1330,4,mpu9250,303.365 -24.746 51.539
1360,4,mpu9250,299.277 -23.104 56.031
1370,3,bmp280,26.879999 100455.734375
1380,4,mpu9250,295.073 -21.781 61.320
1410,3,bmp280,26.879999 100455.734375
1410,4,mpu9250,292.105 -20.482 66.248
1440,4,mpu9250,289.489 -18.296 70.553
1440,3,bmp280,26.879999 100455.734375
1470,4,mpu9250,286.945 -15.553 74.157
1480,3,bmp280,26.879999 100455.734375
1490,4,mpu9250,285.416 -12.713 76.749
1520,3,bmp280,26.879999 100455.734375
1530,4,mpu9250,284.757 -10.101 78.850
1540,5,neo6m,41.72503  21.78131  0.00  2.95 0.000000 1
1550,4,mpu9250,284.287 -6.899 81.067
1560,3,bmp280,26.879999 100455.734375
1580,4,mpu9250,283.608 -3.682 83.665
1590,3,bmp280,26.879999 100455.734375
1600,4,mpu9250,283.403 -1.381 85.760
1630,3,bmp280,26.879999 100455.734375
1640,4,mpu9250,283.282 0.328 87.125
1660,4,mpu9250,283.035 1.891 87.979
1670,3,bmp280,26.879999 100455.734375
1690,4,mpu9250,283.239 3.390 88.741
1710,3,bmp280,26.879999 100455.734375
1720,4,mpu9250,283.520 4.526 89.750
1740,4,mpu9250,283.418 5.643 90.484
1750,5,neo6m,41.72503  21.78131  0.00  3.18 0.000000 1
1770,4,mpu9250,282.777 6.584 90.398
1780,3,bmp280,26.879999 100455.734375
1800,4,mpu9250,282.144 6.025 90.172
1820,3,bmp280,26.879999 100455.734375
1830,4,mpu9250,282.545 5.753 90.496
1850,4,mpu9250,283.036 5.371 90.953
1860,3,bmp280,26.879999 100458.367188
1880,4,mpu9250,283.351 5.304 92.097
1890,3,bmp280,26.879999 100458.367188
1910,4,mpu9250,283.677 5.370 92.098
1930,3,bmp280,26.879999 100459.125000
1940,4,mpu9250,283.227 4.455 91.372
1970,4,mpu9250,282.842 3.737 90.981
1970,3,bmp280,26.879999 100459.125000
2000,4,mpu9250,283.332 3.041 91.328
2010,3,bmp280,26.879999 100459.125000
2020,4,mpu9250,283.123 3.400 90.242
2040,5,neo6m,41.72503  21.78131  157.20  3.93 0.000000 1
2040,3,bmp280,26.879999 100459.125000
2050,4,mpu9250,282.358 2.515 90.370
2080,4,mpu9250,282.445 3.040 91.258
2110,4,mpu9250,282.554 4.064 91.172
2120,3,bmp280,26.879999 100456.500000
2130,4,mpu9250,282.409 1.837 90.849
2160,3,bmp280,26.879999 100456.500000
2160,4,mpu9250,282.827 0.278 91.152
2190,4,mpu9250,284.686 2.839 91.309
2200,3,bmp280,26.879999 100456.500000
2220,4,mpu9250,286.069 4.017 91.784
2230,3,bmp280,26.889999 100457.218750
2240,4,mpu9250,286.083 6.491 91.087
2270,4,mpu9250,287.143 8.667 91.328
2270,3,bmp280,26.889999 100457.218750
2280,5,neo6m,41.72503  21.78131  169.98  4.35 0.000000 1
2300,4,mpu9250,289.403 10.356 90.703
2310,3,bmp280,26.889999 100457.218750
2330,4,mpu9250,292.377 11.640 90.241
2350,3,bmp280,26.889999 100457.218750
2360,4,mpu9250,294.882 12.082 90.103
2380,3,bmp280,26.889999 100457.218750
2390,4,mpu9250,297.559 12.567 91.258
2420,4,mpu9250,300.905 13.391 93.470
2420,3,bmp280,26.889999 100459.851562
2450,4,mpu9250,303.479 13.259 94.783
2460,3,bmp280,26.889999 100459.851562
2470,4,mpu9250,303.731 12.916 94.047
2500,4,mpu9250,302.688 13.089 92.012
2510,5,neo6m,41.72502  21.78131  176.92  5.03 0.000000 1
2520,4,mpu9250,302.774 12.890 89.294
2530,3,bmp280,26.889999 100460.578125
2550,4,mpu9250,304.724 11.388 87.459
2570,3,bmp280,26.889999 100460.578125
2580,4,mpu9250,306.229 11.236 85.478
2600,4,mpu9250,304.699 10.877 82.774
2610,3,bmp280,26.889999 100463.210938
2630,4,mpu9250,304.018 10.395 81.983
2650,3,bmp280,26.889999 100463.210938
2660,4,mpu9250,304.644 10.123 80.648
2690,4,mpu9250,304.542 7.805 79.130
2710,4,mpu9250,303.417 4.632 78.699
2720,3,bmp280,26.900000 100463.968750
2740,4,mpu9250,303.100 4.086 80.535
2760,3,bmp280,26.900000 100466.601562
2770,4,mpu9250,303.577 4.720 82.715
2790,4,mpu9250,302.758 5.177 83.690
2800,3,bmp280,26.900000 100466.601562
2810,5,neo6m,41.72502  21.78131  182.58  6.29 0.000000 1
2820,4,mpu9250,299.870 4.237 84.527
2830,3,bmp280,26.900000 100466.601562
2850,4,mpu9250,296.891 4.925 86.187
2870,3,bmp280,26.900000 100466.601562
2880,4,mpu9250,295.043 6.421 88.064
2910,4,mpu9250,292.924 7.349 87.597
2930,4,mpu9250,290.659 7.947 86.478
2950,3,bmp280,26.900000 100469.984375
2960,5,neo6m,41.72501  21.78131  184.41  6.84 0.000000 1
2970,4,mpu9250,288.796 9.094 85.771
2980,3,bmp280,26.900000 100469.984375
2990,4,mpu9250,287.194 11.054 85.736
3020,4,mpu9250,285.112 11.850 84.642
3050,4,mpu9250,283.084 10.490 82.146
3060,3,bmp280,26.900000 100469.984375
3070,4,mpu9250,282.705 9.121 80.138
3100,3,bmp280,26.910000 100470.750000
3100,4,mpu9250,283.128 10.051 77.996
3130,4,mpu9250,282.927 11.586 76.390
3140,3,bmp280,26.910000 100470.750000
3160,4,mpu9250,282.122 12.142 76.403
3170,3,bmp280,26.910000 100470.750000
3190,4,mpu9250,281.668 11.950 77.746
3210,3,bmp280,26.910000 100471.500000
3220,4,mpu9250,281.106 11.668 79.845
3240,4,mpu9250,280.118 13.078 80.985
3250,3,bmp280,26.910000 100471.500000
3260,5,neo6m,41.72500  21.78131  184.22  7.60 0.000000 1
3270,4,mpu9250,279.504 13.708 80.243
3280,3,bmp280,26.910000 100471.500000
3300,4,mpu9250,280.009 12.675 79.559
3320,3,bmp280,26.920000 100472.226562
