431,0,bmp280,bmp280 succeful init
471,3,bmp280,26.320000 101084.937500
501,3,bmp280,26.320000 101079.687500
541,3,bmp280,26.320000 101069.164062
581,3,bmp280,26.320000 101053.390625
601,5,neo6m,41.72504  21.78117  0.00  3.76 0.000000 1
621,3,bmp280,26.330000 101035.750000
651,3,bmp280,26.330000 101014.718750
691,3,bmp280,26.330000 100997.046875
711,5,neo6m,41.72504  21.78116  0.00  3.69 0.000000 1
731,3,bmp280,26.330000 100976.015625
961,0,mpu9250,Init succeful
971,4,mpu9250,359.982 -0.006 0.442
991,3,bmp280,26.359999 100843.859375
1001,4,mpu9250,359.510 -0.077 4.808
1031,4,mpu9250,358.766 -0.375 9.600
1031,3,bmp280,26.369999 100826.218750
1061,4,mpu9250,357.875 -0.574 14.925
1061,5,neo6m,41.72504  21.78116  0.00  4.32 0.000000 1
1081,4,mpu9250,357.076 -0.784 19.888
1111,3,bmp280,26.379999 100801.390625
1111,4,mpu9250,356.430 -1.397 23.998
1141,4,mpu9250,355.582 -2.364 27.980
1141,3,bmp280,26.379999 100791.640625
1171,4,mpu9250,353.929 -3.559 32.242
1181,3,bmp280,26.389999 100781.882812
1191,4,mpu9250,351.853 -4.777 36.741
1221,3,bmp280,26.389999 100772.125000
1221,4,mpu9250,349.545 -6.156 41.299
1251,4,mpu9250,347.820 -7.163 44.274
1261,3,bmp280,26.400000 100765.000000
1281,4,mpu9250,345.625 -7.219 46.098
1291,3,bmp280,26.400000 100757.875000
1301,4,mpu9250,343.151 -7.410 48.650
1331,4,mpu9250,341.058 -7.136 51.082
1331,3,bmp280,26.410000 100748.117188
1351,5,neo6m,41.72504  21.78115  266.99  4.89 0.000000 1
1361,4,mpu9250,339.845 -7.179 53.480
1371,3,bmp280,26.420000 100741.687500
1391,4,mpu9250,338.209 -7.371 55.531
1411,3,bmp280,26.420000 100737.187500
1411,4,mpu9250,335.845 -7.626 56.859
1441,4,mpu9250,333.602 -7.995 58.523
1441,3,bmp280,26.430000 100730.062500
1471,4,mpu9250,331.549 -8.394 61.398
1481,3,bmp280,26.430000 100725.562500
1501,4,mpu9250,328.357 -8.045 64.524
1521,3,bmp280,26.439999 100721.070312
1531,4,mpu9250,325.202 -7.697 68.036
