986,4,mpu9250,359.780 -0.025 0.399
1026,4,mpu9250,357.538 -0.103 4.366
1066,4,mpu9250,355.498 -0.008 8.457
1106,4,mpu9250,353.433 0.219 12.456
1146,4,mpu9250,351.316 0.655 16.309
1186,4,mpu9250,349.370 1.195 20.169
1226,4,mpu9250,347.485 1.867 23.917
1266,4,mpu9250,345.639 2.642 27.539
1306,4,mpu9250,343.996 3.546 31.121
1346,4,mpu9250,342.435 4.510 34.598
1386,4,mpu9250,340.986 5.554 37.977
1426,4,mpu9250,339.684 6.607 41.301
1466,4,mpu9250,338.501 7.695 44.544
1506,4,mpu9250,337.449 8.823 47.714
1546,4,mpu9250,336.546 9.930 50.839
1586,4,mpu9250,335.749 11.021 53.893
1626,4,mpu9250,335.044 12.090 56.882
1666,4,mpu9250,334.448 13.125 59.816
1706,4,mpu9250,333.963 14.080 62.686
1746,4,mpu9250,333.582 14.987 65.500
1786,4,mpu9250,333.275 15.749 68.264
1826,4,mpu9250,333.057 16.486 70.939
1866,4,mpu9250,332.901 17.057 73.541
1906,4,mpu9250,332.761 17.565 76.037
1946,4,mpu9250,332.655 17.963 78.414
1986,4,mpu9250,332.589 18.240 80.670
2026,4,mpu9250,332.555 18.375 82.775
2066,4,mpu9250,332.501 18.410 84.703
2106,4,mpu9250,332.405 18.350 86.449
2146,4,mpu9250,332.267 18.220 87.991
2186,4,mpu9250,332.144 17.907 89.276
2226,4,mpu9250,331.944 17.659 90.396
2266,4,mpu9250,331.682 17.419 91.320
2306,4,mpu9250,331.384 17.130 92.018
2346,4,mpu9250,331.049 16.926 92.537
2386,4,mpu9250,330.668 16.671 92.931
2426,4,mpu9250,330.282 16.412 93.292
2466,4,mpu9250,329.897 16.195 93.456
2506,4,mpu9250,329.454 16.084 93.648
2546,4,mpu9250,329.035 15.944 93.734
2586,4,mpu9250,328.572 15.913 93.810
2626,4,mpu9250,328.124 15.792 93.821
2666,4,mpu9250,327.684 15.653 93.916
2706,4,mpu9250,327.244 15.799 93.758
2746,4,mpu9250,326.760 15.835 93.659
2786,4,mpu9250,326.302 15.625 93.809
2826,4,mpu9250,325.860 15.686 93.745
2866,4,mpu9250,325.359 15.999 93.568
2906,4,mpu9250,324.856 16.100 93.523
2946,4,mpu9250,324.370 15.988 93.585
2986,4,mpu9250,323.909 15.975 93.574
3026,4,mpu9250,323.425 15.839 93.547
3066,4,mpu9250,322.999 15.729 93.513
3106,4,mpu9250,322.548 15.748 93.346
3146,4,mpu9250,322.068 15.697 93.376
3186,4,mpu9250,321.593 15.846 93.248
3226,4,mpu9250,321.088 15.924 93.183
3266,4,mpu9250,320.633 15.828 93.136
3306,4,mpu9250,320.162 15.865 93.044
3346,4,mpu9250,319.723 15.643 93.069
3386,4,mpu9250,319.239 15.609 93.135
3426,4,mpu9250,318.752 15.688 93.105
